64
0 0 0 4 0.0
1 1 15 0 0.8
2 1 15 0 0.8
3 1 15 0 0.9
4 1 15 0 0.6
5 1 15 0 0.7
6 1 15 0 0.4
7 1 15 0 0.3
8 1 15 0 0.2
9 1 15 0 0.5
10 1 15 0 0.7
11 1 15 0 0.9
12 1 15 0 0.4
13 1 15 0 0.9
14 1 15 0 0.4
15 1 15 0 0.6
16 1 15 0 0.6
17 1 15 0 0.9
18 1 15 0 0.4
19 1 15 0 0.6
20 1 15 0 0.1
21 1 15 0 0.5
22 1 15 0 0.4
23 1 15 0 0.5
24 1 15 0 1.0
25 1 15 0 0.9
26 1 15 0 0.1
27 1 15 0 0.6
28 1 15 0 0.9
29 1 15 0 0.8
30 1 15 0 0.1
31 1 15 0 0.9
32 1 15 0 0.5
33 1 15 0 0.9
34 1 15 0 0.3
35 1 15 0 0.8
36 1 15 0 0.1
37 1 15 0 0.4
38 1 15 0 0.3
39 1 15 0 0.9
40 1 15 0 0.5
41 1 15 0 0.2
42 1 15 0 0.4
43 1 15 0 0.9
44 1 15 0 0.4
45 1 15 0 0.2
46 1 15 0 0.5
47 1 15 0 0.4
48 1 15 0 0.2
49 1 15 0 0.8
50 1 15 0 0.9
51 1 15 0 0.8
52 1 15 0 0.2
53 1 15 0 0.7
54 1 15 0 0.8
55 1 15 0 0.7
56 1 15 0 0.3
57 1 15 0 0.4
58 1 15 0 0.8
59 1 15 0 0.6
60 1 15 0 0.8
61 1 15 0 0.7
62 1 15 0 0.8
63 1 15 0 0.5
112
0 8
0 1
1 9
1 2
2 10
2 3
3 11
3 4
4 12
4 5
5 13
5 6
6 14
6 7
7 15
8 16
8 9
9 17
9 10
10 18
10 11
11 19
11 12
12 20
12 13
13 21
13 14
14 22
14 15
15 23
16 24
16 17
17 25
17 18
18 26
18 19
19 27
19 20
20 28
20 21
21 29
21 22
22 30
22 23
23 31
24 32
24 25
25 33
25 26
26 34
26 27
27 35
27 28
28 36
28 29
29 37
29 30
30 38
30 31
31 39
32 40
32 33
33 41
33 34
34 42
34 35
35 43
35 36
36 44
36 37
37 45
37 38
38 46
38 39
39 47
40 48
40 41
41 49
41 42
42 50
42 43
43 51
43 44
44 52
44 45
45 53
45 46
46 54
46 47
47 55
48 56
48 49
49 57
49 50
50 58
50 51
51 59
51 52
52 60
52 53
53 61
53 54
54 62
54 55
55 63
56 57
57 58
58 59
59 60
60 61
61 62
62 63
299
