32
0 0 0 31 0.0
1 1 11 0 0.6
2 1 11 0 0.9
3 1 11 0 0.8
4 1 11 0 0.5
5 1 11 0 0.6
6 1 11 0 0.3
7 1 11 0 0.8
8 1 11 0 0.8
9 1 11 0 0.4
10 1 11 0 0.8
11 1 11 0 0.8
12 1 11 0 0.8
13 1 11 0 0.4
14 1 11 0 0.7
15 1 11 0 0.1
16 1 11 0 0.4
17 1 11 0 0.2
18 1 11 0 0.7
19 1 11 0 0.7
20 1 11 0 0.7
21 1 11 0 0.2
22 1 11 0 0.7
23 1 11 0 0.7
24 1 11 0 0.8
25 1 11 0 0.2
26 1 11 0 0.8
27 1 11 0 0.7
28 1 11 0 0.8
29 1 11 0 0.2
30 1 11 0 0.5
31 1 11 0 0.5
52
0 4
0 1
1 5
1 2
2 6
2 3
3 7
4 8
4 5
5 9
5 6
6 10
6 7
7 11
8 12
8 9
9 13
9 10
10 14
10 11
11 15
12 16
12 13
13 17
13 14
14 18
14 15
15 19
16 20
16 17
17 21
17 18
18 22
18 19
19 23
20 24
20 21
21 25
21 22
22 26
22 23
23 27
24 28
24 25
25 29
25 26
26 30
26 27
27 31
28 29
29 30
30 31
22
