32
0 0 0 4 0.0
1 1 11 0 0.5
2 1 11 0 0.5
3 1 11 0 0.5
4 1 11 0 0.5
5 1 11 0 0.5
6 1 11 0 0.5
7 1 11 0 0.5
8 1 11 0 0.5
9 1 11 0 0.5
10 1 11 0 0.5
11 1 11 0 0.5
12 1 11 0 0.5
13 1 11 0 0.5
14 1 11 0 0.5
15 1 11 0 0.5
16 1 11 0 0.5
17 1 11 0 0.5
18 1 11 0 0.5
19 1 11 0 0.5
20 1 11 0 0.5
21 1 11 0 0.5
22 1 11 0 0.5
23 1 11 0 0.5
24 1 11 0 0.5
25 1 11 0 0.5
26 1 11 0 0.5
27 1 11 0 0.5
28 1 11 0 0.5
29 1 11 0 0.5
30 1 11 0 0.5
31 1 11 0 0.5
52
0 4
0 1
1 5
1 2
2 6
2 3
3 7
4 8
4 5
5 9
5 6
6 10
6 7
7 11
8 12
8 9
9 13
9 10
10 14
10 11
11 15
12 16
12 13
13 17
13 14
14 18
14 15
15 19
16 20
16 17
17 21
17 18
18 22
18 19
19 23
20 24
20 21
21 25
21 22
22 26
22 23
23 27
24 28
24 25
25 29
25 26
26 30
26 27
27 31
28 29
29 30
30 31
99
