50
0 0 0 4 0.0
1 1 2 0 0.4
2 1 3 0 0.6
3 1 5 0 0.3
4 1 1 0 0.9
5 1 4 0 0.7
6 1 2 0 0.2
7 1 3 0 0.4
8 1 3 0 0.1
9 1 4 0 0.6
10 1 6 0 0.5
11 1 2 0 0.9
12 1 2 0 0.7
13 1 2 0 0.7
14 1 6 0 0.9
15 1 5 0 0.7
16 1 3 0 0.5
17 1 1 0 0.2
18 1 1 0 0.7
19 1 7 0 0.9
20 1 3 0 0.4
21 1 4 0 0.9
22 1 6 0 1.0
23 1 2 0 1.0
24 1 6 0 0.7
25 1 6 0 0.4
26 1 4 0 0.3
27 1 1 0 0.6
28 1 4 0 0.5
29 1 3 0 0.9
30 1 6 0 0.5
31 1 3 0 0.6
32 1 6 0 0.9
33 1 1 0 1.0
34 1 7 0 0.7
35 1 3 0 0.5
36 1 1 0 0.5
37 1 5 0 0.6
38 1 4 0 1.0
39 1 2 0 0.7
40 1 1 0 0.3
41 1 1 0 0.4
42 1 4 0 0.6
43 1 3 0 0.1
44 1 1 0 0.8
45 1 3 0 0.7
46 1 2 0 0.7
47 1 5 0 0.3
48 1 6 0 0.8
49 1 7 0 0.9
85
0 5
0 1
1 6
1 2
2 7
2 3
3 8
3 4
4 9
5 10
5 6
6 11
6 7
7 12
7 8
8 13
8 9
9 14
10 15
10 11
11 16
11 12
12 17
12 13
13 18
13 14
14 19
15 20
15 16
16 21
16 17
17 22
17 18
18 23
18 19
19 24
20 25
20 21
21 26
21 22
22 27
22 23
23 28
23 24
24 29
25 30
25 26
26 31
26 27
27 32
27 28
28 33
28 29
29 34
30 35
30 31
31 36
31 32
32 37
32 33
33 38
33 34
34 39
35 40
35 36
36 41
36 37
37 42
37 38
38 43
38 39
39 44
40 45
40 41
41 46
41 42
42 47
42 43
43 48
43 44
44 49
45 46
46 47
47 48
48 49
