65
0 0 0 32 0.0
1 1 9 0 0.7
2 1 7 0 0.3
3 1 6 0 0.1
4 1 3 0 0.1
5 1 4 0 0.8
6 1 1 0 0.9
7 1 1 0 0.6
8 1 1 0 0.8
9 1 2 0 0.6
10 1 9 0 0.9
11 1 7 0 0.8
12 1 10 0 0.1
13 1 6 0 0.9
14 1 7 0 0.1
15 1 10 0 0.8
16 1 8 0 0.3
17 1 7 0 0.9
18 1 6 0 0.6
19 1 6 0 0.4
20 1 10 0 0.5
21 1 3 0 0.1
22 1 9 0 0.2
23 1 7 0 0.7
24 1 1 0 0.7
25 1 4 0 0.7
26 1 9 0 0.4
27 1 6 0 1.0
28 1 1 0 1.0
29 1 8 0 0.7
30 1 8 0 0.7
31 1 9 0 0.7
32 1 2 0 0.5
33 1 1 0 0.2
34 1 9 0 0.7
35 1 1 0 0.6
36 1 6 0 0.4
37 1 1 0 0.5
38 1 3 0 0.9
39 1 5 0 0.9
40 1 5 0 0.4
41 1 5 0 0.6
42 1 1 0 0.4
43 1 1 0 0.6
44 1 2 0 0.4
45 1 1 0 0.5
46 1 7 0 0.9
47 1 6 0 0.3
48 1 7 0 0.7
49 1 3 0 0.2
50 1 7 0 0.8
51 1 8 0 0.8
52 1 4 0 0.3
53 1 5 0 0.9
54 1 10 0 0.2
55 1 9 0 0.4
56 1 10 0 0.2
57 1 4 0 0.5
58 1 7 0 0.8
59 1 10 0 0.3
60 1 7 0 0.1
61 1 9 0 0.5
62 1 7 0 0.3
63 1 8 0 0.2
64 1 4 0 0.6
163
0 1
0 7
1 2
1 8
1 7
2 3
2 9
2 8
3 4
3 10
3 9
4 5
4 11
4 10
5 6
5 12
5 11
6 12
7 8
7 13
7 14
8 9
8 14
8 15
9 10
9 15
9 16
10 11
10 16
10 17
11 12
11 17
11 18
12 18
12 19
13 14
13 20
14 15
14 21
14 20
15 16
15 22
15 21
16 17
16 23
16 22
17 18
17 24
17 23
18 19
18 25
18 24
19 25
20 21
20 26
20 27
21 22
21 27
21 28
22 23
22 28
22 29
23 24
23 29
23 30
24 25
24 30
24 31
25 31
25 32
26 27
26 33
27 28
27 34
27 33
28 29
28 35
28 34
29 30
29 36
29 35
30 31
30 37
30 36
31 32
31 38
31 37
32 38
33 34
33 39
33 40
34 35
34 40
34 41
35 36
35 41
35 42
36 37
36 42
36 43
37 38
37 43
37 44
38 44
38 45
39 40
39 46
40 41
40 47
40 46
41 42
41 48
41 47
42 43
42 49
42 48
43 44
43 50
43 49
44 45
44 51
44 50
45 51
46 47
46 52
46 53
47 48
47 53
47 54
48 49
48 54
48 55
49 50
49 55
49 56
50 51
50 56
50 57
51 57
51 58
52 53
52 59
53 54
53 60
53 59
54 55
54 61
54 60
55 56
55 62
55 61
56 57
56 63
56 62
57 58
57 64
57 63
58 64
59 60
60 61
61 62
62 63
63 64
31
