33
0 0 0 8 0.0
1 1 9 0 0.7
2 1 7 0 0.3
3 1 6 0 0.1
4 1 3 0 0.1
5 1 4 0 0.8
6 1 1 0 0.9
7 1 1 0 0.6
8 1 1 0 0.8
9 1 2 0 0.6
10 1 9 0 0.9
11 1 7 0 0.8
12 1 10 0 0.1
13 1 6 0 0.9
14 1 7 0 0.1
15 1 10 0 0.8
16 1 8 0 0.3
17 1 7 0 0.9
18 1 6 0 0.6
19 1 6 0 0.4
20 1 10 0 0.5
21 1 3 0 0.1
22 1 9 0 0.2
23 1 7 0 0.7
24 1 1 0 0.7
25 1 4 0 0.7
26 1 9 0 0.4
27 1 6 0 1.0
28 1 1 0 1.0
29 1 8 0 0.7
30 1 8 0 0.7
31 1 9 0 0.7
32 1 2 0 0.5
76
0 1
0 7
1 2
1 8
1 7
2 3
2 9
2 8
3 4
3 10
3 9
4 5
4 11
4 10
5 6
5 12
5 11
6 12
7 8
7 13
7 14
8 9
8 14
8 15
9 10
9 15
9 16
10 11
10 16
10 17
11 12
11 17
11 18
12 18
12 19
13 14
13 20
14 15
14 21
14 20
15 16
15 22
15 21
16 17
16 23
16 22
17 18
17 24
17 23
18 19
18 25
18 24
19 25
20 21
20 26
20 27
21 22
21 27
21 28
22 23
22 28
22 29
23 24
23 29
23 30
24 25
24 30
24 31
25 31
25 32
26 27
27 28
28 29
29 30
30 31
31 32
56
